,name,title_clean,revenues_clean,gross_profit
1368,Michel Gondry,Dave Chappelle's Block Party,12100000.0,3050000.0
1846,Michel Gondry,Be Kind Rewind,30600000.0,-4700000.0
2585,Michel Gondry,The Green Hornet,227800000.0,-6100000.0
2898,Laura Lau,Silent House,13100000.0,4550000.0
311,Simon West,Lara Croft: Tomb Raider,274700000.0,22350000.0
312,Simon West,Lara Croft: Tomb Raider,274700000.0,22350000.0
1580,Simon West,When a Stranger Calls,67000000.0,18500000.0
2632,Simon West,The Mechanic,76300000.0,-1850000.0
2796,Simon West,The Expendables 2,305400000.0,52700000.0
2797,Simon West,The Expendables 2,305400000.0,52700000.0
2908,Simon West,Stolen,17967746.0,-26016127.0
3388,Simon West,Wild Card,6700000.0,-26650000.0
1246,Mel Brooks,The Producers,1600000.0,-141000.0
2664,Rupert Wyatt,Rise of the Planet of the Apes,481000000.0,147500000.0
2665,Rupert Wyatt,Rise of the Planet of the Apes,481000000.0,147500000.0
3275,Josh Boone,The Fault in Our Stars,307200000.0,141600000.0
3378,Jeremy Garelick,The Wedding Ringer,79800000.0,16900000.0
1673,Ben Affleck,Gone Baby Gone,34600000.0,-1700000.0
2476,Ben Affleck,The Town,154000000.0,40000000.0
2737,Ben Affleck,Argo,232300000.0,71650000.0
2230,Tom Ford,A Single Man,25000000.0,5500000.0
1686,David Yates,Harry Potter and the Order of the Phoenix,939900000.0,319950000.0
1687,David Yates,Harry Potter and the Order of the Phoenix,939900000.0,319950000.0
2131,David Yates,Harry Potter and the Half-Blood Prince,934400000.0,217200000.0
2132,David Yates,Harry Potter and the Half-Blood Prince,934400000.0,217200000.0
3571,David Yates,The Legend of Tarzan,356700000.0,-1650000.0
307,Charles HermanWurmfeld,Kissing Jessica Stein,10000000.0,4000000.0
749,Charles HermanWurmfeld,"Legally Blonde 2: Red, White & Blonde",124900000.0,17450000.0
1119,Mikael Hfstrm,Derailed,57500000.0,6750000.0
1595,Mikael Hfstrm,1408,132000000.0,41000000.0
2666,Mikael Hfstrm,The Rite,96000000.0,11000000.0
3012,Mikael Hfstrm,Escape Plan,137300000.0,18650000.0
599,Pete Jones,Stolen Summer,134736.0,-1732632.0
600,Pete Jones,Stolen Summer,134736.0,-1732632.0
230,Ted Demme,Blow,83300000.0,-11350000.0
2978,Brad Anderson,The Call,68600000.0,21300000.0
3551,Greg McLean,The Darkness,10900000.0,1450000.0
1542,Laurie Collyer,Sherrybaby,622806.0,-1688597.0
2383,Christopher Cain,The Next Karate Kid,15800000.0,-4100000.0
1409,James Gartner,Glory Road,42900000.0,-8550000.0
262,Codirector,Final Fantasy: The Spirits Within,85100000.0,-94450000.0
559,Codirector,Return to Never Land,109900000.0,34950000.0
601,Rob Minkoff,Stuart Little 2,170000000.0,-35000000.0
716,Rob Minkoff,The Haunted Mansion,182300000.0,1150000.0
1894,Rob Minkoff,The Forbidden Kingdom,128000000.0,9000000.0
3229,Rob Minkoff,Mr. Peabody & Sherman,275700000.0,-7150000.0
373,JB Rogers,Say It Isn't So,12300000.0,-18850000.0
478,Michael Apted,Enough,51801187.0,-12099406.5
1312,Michael Apted,Amazing Grace,32120360.0,-12939820.0
2300,Michael Apted,The Chronicles of Narnia: The Voyage of the Dawn Treader,415700000.0,52850000.0
2768,Michael Apted,Chasing Mavericks,8300000.0,-15850000.0
294,John A Davis,Jimmy Neutron: Boy Genius,103000000.0,21500000.0
1316,John A Davis,The Ant Bully,55200000.0,-22400000.0
1912,Kenny Ortega,High School Musical 3: Senior Year,274300000.0,126150000.0
2182,Kenny Ortega,Michael Jackson's This Is It,261200000.0,70600000.0
857,Luis Llosa,Anaconda,136000000.0,23000000.0
3109,Griffin Dunne,Movie 43,32400000.0,10200000.0
283,John Cameron Mitchell,Hedwig and the Angry Inch,3600000.0,-4200000.0
1543,John Cameron Mitchell,Shortbus,5400000.0,700000.0
2440,John Cameron Mitchell,Rabbit Hole,5143154.0,-428423.0
563,Sam Mendes,Road to Perdition,181000000.0,10500000.0
1189,Sam Mendes,Jarhead,96900000.0,-23550000.0
1983,Sam Mendes,Revolutionary Road,75200000.0,2600000.0
2063,Sam Mendes,Away We Go,14899417.0,-9550291.5
740,Steve Trenbirth,The Jungle Book 2,135703599.0,47851799.5
3341,Jorge R Gutierrez,The Book of Life,99800000.0,-100000.0
219,Luke Greenfield,The Animal,84700000.0,-4650000.0
931,Luke Greenfield,The Girl Next Door,30400000.0,-4800000.0
2681,Luke Greenfield,Something Borrowed,60100000.0,-4950000.0
3309,Luke Greenfield,Let's Be Cops,138200000.0,52100000.0
3532,Deon Taylor,Meet the Blacks,9100000.0,3650000.0
3206,Peter Lepeniotis,The Nut Job,120900000.0,17650000.0
1264,Frank Miller,Sin City,158800000.0,39400000.0
1265,Frank Miller,Sin City,158800000.0,39400000.0
2003,Frank Miller,The Spirit,39000000.0,-40500000.0
3316,Frank Miller,Sin City: A Dame to Kill For,39400000.0,-45300000.0
256,James Signorelli,"Elvira, Mistress of the Dark",5596267.0,-4701866.5
1816,Nimrd Antal,Vacancy,35300000.0,-1350000.0
2059,Nimrd Antal,Armored,22942221.0,-8528889.5
2438,Nimrd Antal,Predators,127200000.0,23600000.0
3106,Nimrd Antal,Metallica Through the Never,7972967.0,-28013516.5
3593,Travis Knight,Kubo and the Two Strings,74500000.0,-22750000.0
1215,Marilyn Argrelo,Mad Hot Ballroom,9400000.0,4200000.0
382,Andrew Adamson,Shrek,484400000.0,182200000.0
383,Andrew Adamson,Shrek,484400000.0,182200000.0
1021,Andrew Adamson,Shrek 2,919800000.0,309900000.0
1022,Andrew Adamson,Shrek 2,919800000.0,309900000.0
1108,Andrew Adamson,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",745000000.0,192500000.0
1109,Andrew Adamson,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",745000000.0,192500000.0
1858,Andrew Adamson,The Chronicles of Narnia: Prince Caspian,419700000.0,-15150000.0
1859,Andrew Adamson,The Chronicles of Narnia: Prince Caspian,419700000.0,-15150000.0
3356,Darren Doane,Saving Christmas,2800000.0,900000.0
628,Anthony Russo,Welcome to Collinwood,336620.0,-11831690.0
1591,Anthony Russo,"You, Me and Dupree",130400000.0,11200000.0
3242,Anthony Russo,Captain America: The Winter Soldier,714300000.0,187150000.0
3243,Anthony Russo,Captain America: The Winter Soldier,714300000.0,187150000.0
3548,Anthony Russo,Captain America: Civil War,1153000000.0,326500000.0
2975,Allen Hughes,Broken City,34500000.0,-17750000.0
347,James Wong,The One,72700000.0,6350000.0
1393,James Wong,Final Destination 3,117719158.0,33859579.0
1394,James Wong,Final Destination 3,117719158.0,33859579.0
2097,James Wong,Dragonball Evolution,57500000.0,-1250000.0
655,Mort Nathan,Boat Trip,15000000.0,-12500000.0
844,Charles S Dutton,Against the Ropes,6614280.0,-35692860.0
268,Terry Zwigoff,Ghost World,8700000.0,-2650000.0
649,Terry Zwigoff,Bad Santa,76500000.0,15250000.0
1320,Terry Zwigoff,Art School Confidential,3306629.0,-3346685.5
534,Frank Capra,Mr. Deeds Goes to Town,1000000.0,-345710.0
1061,John Curran,We Don't Live Here Anymore,2037545.0,-1981227.5
1498,John Curran,The Painted Veil,26809273.0,-5995363.5
2470,John Curran,Stone,9479718.0,-17260141.0
1047,Timothy Bjrklund,Teacher's Pet,6500000.0,-6750000.0
222,Kirk Wise,Atlantis: The Lost Empire,186100000.0,3050000.0
2749,Kirk Wise,Beauty and the Beast,425000000.0,187500000.0
384,Edward Burns,Sidewalks of New York,3500000.0,750000.0
882,Eric Bress,The Butterfly Effect,96100000.0,35050000.0
1004,Martha Coolidge,The Prince and Me,37666766.0,-3166617.0
1475,Martha Coolidge,Material Girls,16907725.0,-6546137.5
52,Mark Dindal,The Emperor's New Groove,169300000.0,-15350000.0
1107,Mark Dindal,Chicken Little,314400000.0,7200000.0
3416,Jonathan M Gunn,Do You Believe?,14400000.0,4900000.0
319,Frank Darabont,The Majestic,37300000.0,-53350000.0
1739,Frank Darabont,The Mist,57300000.0,10650000.0
3011,Cal Brunker,Escape from Planet Earth,74600000.0,-2700000.0
1991,Kent Alterman,Semi-Pro,43884904.0,-33057548.0
2579,Miranda July,The Future,887172.0,-556414.0
612,Louis Leterrier artistic director,The Transporter,43900000.0,-2050000.0
613,Louis Leterrier artistic director,The Transporter,43900000.0,-2050000.0
2284,Andrew Jarecki,All Good Things,644535.0,-19677732.5
3495,J Blakeson,The 5th Wave,109900000.0,16950000.0
1186,Peter Yates,The Deep,47300000.0,14650000.0
1434,Carlos Saldanha,Ice Age: The Meltdown,660900000.0,250450000.0
1435,Carlos Saldanha,Ice Age: The Meltdown,660900000.0,250450000.0
2147,Carlos Saldanha,Ice Age: Dawn of the Dinosaurs,886000000.0,353000000.0
2148,Carlos Saldanha,Ice Age: Dawn of the Dinosaurs,886000000.0,353000000.0
2662,Carlos Saldanha,Rio,484600000.0,152300000.0
2663,Carlos Saldanha,Rio,484600000.0,152300000.0
3247,Carlos Saldanha,Rio 2,500100000.0,147050000.0
1190,Phil Morrison,Junebug,3400000.0,700000.0
1563,Jason Reitman,Thank You for Smoking,39300000.0,9650000.0
1712,Jason Reitman,Juno,231400000.0,109200000.0
2263,Jason Reitman,Up in the Air,166800000.0,58400000.0
2719,Jason Reitman,Young Adult,22650000.0,-675000.0
3211,Jason Reitman,Labor Day,20275812.0,-7862094.0
1401,David Bowers,Flushed Away,178000000.0,-60000000.0
2061,David Bowers,Astro Boy,41600000.0,-44200000.0
2555,David Bowers,Diary of a Wimpy Kid: Rodrick Rules,72400000.0,15200000.0
2556,David Bowers,Diary of a Wimpy Kid: Rodrick Rules,72400000.0,15200000.0
2791,David Bowers,Diary of a Wimpy Kid: Dog Days,77100000.0,16550000.0
2911,David Bowers,Diary of a Wimpy Kid: Rodrick Rules,72400000.0,15200000.0
1388,George Hickenlooper,Factory Girl,3572632.0,-5213684.0
2296,George Hickenlooper,Casino Jack,1100000.0,-11950000.0
2466,Vincenzo Natali,Splice,26900000.0,-16550000.0
834,Glen Morgan,Willard 2.0,7000000.0,-16500000.0
1337,Glen Morgan,Black Christmas,21500000.0,1750000.0
710,Martin Brest,Gigli,7300000.0,-71950000.0
1962,Jeff Lowell,Over Her Dead Body,21458111.0,729055.5
89,Edward Norton,Keeping the Faith,59900000.0,950000.0
1341,Emilio Estevez,Bobby,20700000.0,-3650000.0
1503,Tom Tykwer,Perfume: The Story of a Murderer,135000000.0,7500000.0
2154,Tom Tykwer,The International,60161391.0,-19919304.5
2773,Tom Tykwer,Cloud Atlas,130500000.0,-63250000.0
3543,Tom Tykwer,A Hologram for the King,7800000.0,-31100000.0
860,Frank Coraci,Around the World in 80 Days,75000000.0,-72500000.0
1356,Frank Coraci,Click,237700000.0,36350000.0
2721,Frank Coraci,Zookeeper,169800000.0,4900000.0
2819,Frank Coraci,Here Comes the Boom,73100000.0,-5450000.0
3269,Frank Coraci,Blended,128000000.0,24000000.0
873,Jonathan Glazer,Birth,23925492.0,-8037254.0
152,Keenen Ivory Wayans,Scary Movie,278000000.0,120000000.0
153,Keenen Ivory Wayans,Scary Movie,278000000.0,120000000.0
374,Keenen Ivory Wayans,Scary Movie 2,141200000.0,25600000.0
375,Keenen Ivory Wayans,Scary Movie 2,141200000.0,25600000.0
1063,Keenen Ivory Wayans,White Chicks,113100000.0,19550000.0
1463,Keenen Ivory Wayans,Little Man,101600000.0,-13200000.0
463,Tamra Davis,Crossroads,61100000.0,18550000.0
442,Stephen Norrington,Blade,131200000.0,25600000.0
748,Stephen Norrington,The League of Extraordinary Gentlemen,179300000.0,11650000.0
1216,Eric Darnell,Madagascar,532700000.0,191350000.0
1217,Eric Darnell,Madagascar,532700000.0,191350000.0
1936,Eric Darnell,Madagascar: Escape 2 Africa,603900000.0,151950000.0
1937,Eric Darnell,Madagascar: Escape 2 Africa,603900000.0,151950000.0
2846,Eric Darnell,Madagascar 3: Europe's Most Wanted,746900000.0,228450000.0
3359,Eric Darnell,Penguins of Madagascar,373000000.0,54500000.0
306,Chris Nahon,Kiss of the Dragon,64400000.0,7200000.0
96,Janusz Kamiski,Lost Souls,31355910.0,-34322045.0
3062,Lake Bell,In a World...,3100000.0,550000.0
2879,Dan Bradley,Red Dawn,48100000.0,-40950000.0
431,Kaos,Ballistic: Ecks vs. Sever,19900000.0,-60050000.0
44,Ralph Zondag,Dinosaur,349800000.0,47400000.0
3186,Neil Nightingale,Walking with Dinosaurs,126500000.0,-16750000.0
2861,Julian Farino,The Oranges,366377.0,-6816811.5
1048,Trey Parker,Team America: World Police,52100000.0,-5950000.0
1720,Michael Landon Jr,The Last Sin Eater,388390.0,-2005805.0
46,Robert Altman,Dr. T & The Women,22844291.0,-11577854.5
272,Robert Altman,Gosford Park,87800000.0,24100000.0
671,Robert Altman,The Company,6401690.0,-11799155.0
1513,Robert Altman,A Prairie Home Companion,26000000.0,3000000.0
681,Jonathan Liebesman,Darkness Falls,47500000.0,12750000.0
1562,Jonathan Liebesman,The Texas Chainsaw Massacre: The Beginning,51800000.0,9900000.0
2523,Jonathan Liebesman,Battle: Los Angeles,211800000.0,35900000.0
2933,Jonathan Liebesman,Wrath of the Titans,305300000.0,2650000.0
3307,Jonathan Liebesman,Teenage Mutant Ninja Turtles,493300000.0,121650000.0
3308,Jonathan Liebesman,Teenage Mutant Ninja Turtles,493300000.0,121650000.0
3372,James Watkins,The Woman in Black,128500000.0,49250000.0
175,Joel Schumacher,Tigerland,148701.0,-9925649.5
430,Joel Schumacher,Bad Company,66000000.0,-37000000.0
790,Joel Schumacher,Phone Booth,97800000.0,35900000.0
831,Joel Schumacher,Veronica Guerin,9400000.0,-12300000.0
1001,Joel Schumacher,The Phantom of the Opera,154600000.0,7300000.0
1755,Joel Schumacher,The Number 23,77600000.0,8800000.0
2485,Joel Schumacher,Twelve,2566717.0,-3716641.5
2704,Joel Schumacher,Trespass,9600000.0,-30200000.0
1848,Michael Salomon,Beer for My Horses,7587334.0,-20206333.0
2393,Julie Anne Robinson,The Last Song,89000000.0,24500000.0
2859,Julie Anne Robinson,One for the Money,36900000.0,-21550000.0
2669,Alister Grierson,Sanctum,108600000.0,24300000.0
1954,Peter Sollett,Nick & Norah's Infinite Playlist,33506137.0,6753068.5
3510,Robert Eggers,The Witch,40400000.0,17200000.0
1518,Wash Westmoreland,Quincea̱era,2500000.0,850000.0
24,Ben Younger,Boiler Room,28780255.0,7390127.5
1243,Ben Younger,Prime,67937494.0,11968747.0
265,Tom Green,Freddy Got Fingered,14300000.0,-6850000.0
1606,Dave Willis,Aqua Teen Hunger Force Colon Movie Film for Theaters,5500000.0,2000000.0
1149,Jim Sheridan,Get Rich or Die Tryin',46400000.0,-16800000.0
2074,Jim Sheridan,Brothers,43300000.0,-4350000.0
2562,Jim Sheridan,Dream House,38500000.0,-30750000.0
299,Joe Johnston,Jurassic Park III,368800000.0,91400000.0
946,Joe Johnston,Hidalgo,108100000.0,14050000.0
2499,Joe Johnston,The Wolfman,139800000.0,-80100000.0
2537,Joe Johnston,Captain America: The First Avenger,370600000.0,45300000.0
2538,Joe Johnston,Captain America: The First Avenger,370600000.0,45300000.0
3018,Lawrence Kasanoff,Foodfight!,73706.0,-44963147.0
639,Rob Reiner,Alex & Emma,15368897.0,-22315551.5
1629,Rob Reiner,The Bucket List,175400000.0,42700000.0
2343,Rob Reiner,Flipped,1755212.0,-13122394.0
2849,Rob Reiner,The Magic of Belle Isle,102388.0,-4948806.0
3298,Rob Reiner,And So It Goes,25312387.0,-5343806.5
754,Sofia Coppola,Lost in Translation,119700000.0,55850000.0
1472,Sofia Coppola,Marie Antoinette,60917189.0,-9541405.5
2464,Sofia Coppola,Somewhere,13900000.0,-50000.0
2968,Sofia Coppola,The Bling Ring,19100000.0,1550000.0
2332,Ryan Murphy,Eat Pray Love,204600000.0,42300000.0
1430,Stacy Title,Hood of Horror,25900.0,-4987050.0
2013,Joshua Michael Stern,Swing Vote,17600000.0,-12200000.0
3075,Joshua Michael Stern,Jobs,35900000.0,5950000.0
1310,Doug Atchison,Akeelah and the Bee,18900000.0,3450000.0
1502,Mark Palansky,Penelope,21156270.0,-4421865.0
3456,Bill Pohlad,Love & Mercy,28600000.0,4300000.0
1378,Katherine Dieckmann,Diggers,24019048.0,-15990476.0
2185,Katherine Dieckmann,Motherhood,726354.0,-9636823.0
3515,Babak Najafi,London Has Fallen,205800000.0,42900000.0
2133,Peter Cornwell,The Haunting in Connecticut,77527732.0,28763866.0
2134,Peter Cornwell,The Haunting in Connecticut,77527732.0,28763866.0
890,Mark Rosman,A Cinderella Story,70100000.0,16050000.0
1240,Mark Rosman,The Perfect Man,190770475.0,70385237.5
2233,Mark Rosman,The House on Sorority Row,10600000.0,4875000.0
3097,Jeffrey Friedman,Lovelace,1600000.0,-11200000.0
470,Scott Kalvert,Deuces Wild,6282446.0,-6858777.0
2345,Eugene Jarecki,Freakonomics,103735.0,-2848132.5
396,Richard Linklater,Tape,515900.0,157950.0
804,Richard Linklater,School of Rock,131300000.0,30650000.0
866,Richard Linklater,Before Sunset,16000000.0,5300000.0
867,Richard Linklater,Before Sunset,16000000.0,5300000.0
868,Richard Linklater,Before Sunrise,5500000.0,250000.0
1085,Richard Linklater,Bad News Bears,34300000.0,-17850000.0
1530,Richard Linklater,A Scanner Darkly,7700000.0,-4850000.0
2178,Richard Linklater,Me and Orson Welles,2336172.0,-23831914.0
2751,Richard Linklater,Bernie,10100000.0,-950000.0
2959,Richard Linklater,Before Midnight,23400000.0,8700000.0
3289,Richard Linklater,Boyhood,44500000.0,18250000.0
3529,Richard Linklater,Everybody Wants Some!!,4600000.0,-7700000.0
3530,Richard Linklater,Dazed and Confused,8000000.0,-2900000.0
1169,Cory Edwards,Hoodwinked!,110000000.0,47000000.0
1170,Cory Edwards,Hoodwinked!,110000000.0,47000000.0
399,Gregory Poirier,Tomcats,23400000.0,700000.0
390,Francine McDougall,Sugar & Spice,16908947.0,-18545526.5
1661,Andrew Lau,The Flock,7119846.0,-31440077.0
1116,Jeff Wadlow,Cry Wolf,15600000.0,6800000.0
1953,Jeff Wadlow,Never Back Down,41627431.0,813715.5
3082,Jeff Wadlow,Kick-Ass 2,60700000.0,2350000.0
2065,Todd Graff,Bandslam,12225023.0,-13887488.5
2832,Todd Graff,Joyful Noise,31158113.0,-9420943.5
808,Billy Ray,Shattered Glass,2900000.0,-4550000.0
1624,Billy Ray,Breach,41000000.0,-2500000.0
172,Francis Ford Coppola,Supernova,14828081.0,-52585959.5
2386,Lisa Cholodenko,The Kids Are All Right,34700000.0,13350000.0
3506,Tim Miller,Deadpool,783100000.0,333550000.0
3394,David O Russell as Stephen Greene,Accidental Love,4500.0,-25997750.0
2872,Ole Bornedal,The Possession,78500000.0,25250000.0
3340,Damien Chazelle,Whiplash,49000000.0,21200000.0
3633,Damien Chazelle,La La Land,432700000.0,186350000.0
3107,Dan Scanlon,Monsters University,744200000.0,172100000.0
972,Jacob Aaron Estes,Mean Creek,802948.0,-98526.0
2070,Troy Duffy,The Boondock Saints II: All Saints Day,10600000.0,-2700000.0
2071,Troy Duffy,The Boondock Saints,30471.0,-5984764.5
18,Stanley Donen,Bedazzled,1500000.0,-20000.0
618,Stanley Donen,Charade,13474588.0,3737294.0
3521,Michael Showalter,"Hello, My Name Is Doris",14700000.0,6350000.0
3176,Seth Rogen,This Is the End,126000000.0,31000000.0
3368,Seth Rogen,The Interview,11300000.0,-38350000.0
483,Mick Jackson,The First $20 Million Is Always the Hardest,5491.0,-16997254.5
555,Phillip Noyce,The Quiet American,27674124.0,-16162938.0
1352,Phillip Noyce,Catch A Fire,5724236.0,-11137882.0
2452,Phillip Noyce,Salt,293500000.0,36750000.0
3311,Phillip Noyce,The Giver,67000000.0,8500000.0
2410,Jorma Taccone,MacGruber,9300000.0,-5350000.0
3560,Jorma Taccone,Popstar: Never Stop Never Stopping,9500000.0,-15250000.0
2472,John Luessenhop,Takers,69100000.0,2550000.0
3175,John Luessenhop,Texas Chainsaw,47200000.0,8500000.0
270,Daniel Sackheim,The Glass House,23000000.0,-18500000.0
3246,Mike Flanagan,Oculus,44000000.0,17000000.0
3622,Mike Flanagan,Ouija: Origin of Evil,81700000.0,31850000.0
1510,Gabriel Friedman uncredited,Poultrygeist: Night of the Chicken Dead,22623.0,-488688.5
2932,Lee Sternthal,The Words,13231461.0,615730.5
392,Jay Chandrasekhar,Super Troopers,23100000.0,10350000.0
894,Jay Chandrasekhar,Club Dread,7600000.0,-4800000.0
1130,Jay Chandrasekhar,The Dukes of Hazzard,111100000.0,5550000.0
1331,Jay Chandrasekhar,Beerfest,20387597.0,-7306201.5
2765,Matt Piedmont,Casa de Mi Padre,8041667.0,-1979166.5
3201,Christopher B Landon,Paranormal Activity: The Marked Ones,90900000.0,40450000.0
2939,Scott Moore,21 & Over,48100000.0,11050000.0
3585,Scott Moore,Bad Moms,179400000.0,69700000.0
924,Forest Whitaker,First Daughter,10400000.0,-24800000.0
172,Uncredited,Supernova,14828081.0,-52585959.5
919,Uncredited,EuroTrip,20796847.0,-14601576.5
3003,Joe Swanberg,Drinking Buddies,343341.0,-828329.5
3299,Joe Swanberg,Happy Christmas,30312.0,-54844.0
875,Rowdy Herrington,Bobby Jones: Stroke of Genius,2707913.0,-18646043.5
2971,Jeremy Saulnier,Blue Ruin,993313.0,76656.5
3540,Jeremy Saulnier,Green Room,3800000.0,-3100000.0
3306,Trish Sie,Step Up: All In,86200000.0,-1900000.0
783,Chris Kentis,Open Water,54667954.0,26833977.0
2898,Chris Kentis,Silent House,13100000.0,4550000.0
67,Ridley Scott,Gladiator,457600000.0,125800000.0
228,Ridley Scott,Black Hawk Down,173000000.0,-5500000.0
274,Ridley Scott,Hannibal,351600000.0,88800000.0
761,Ridley Scott,Matchstick Men,65600000.0,-29200000.0
762,Ridley Scott,Matchstick Men,65600000.0,-29200000.0
1198,Ridley Scott,Kingdom of Heaven,211700000.0,-24150000.0
1412,Ridley Scott,A Good Year,42100000.0,-13950000.0
1605,Ridley Scott,American Gangster,266500000.0,33250000.0
1850,Ridley Scott,Body of Lies,115100000.0,-12450000.0
2448,Ridley Scott,Robin Hood,321700000.0,-39150000.0
