,title_clean,profit_class,revenues_clean,gross_profit,return,costs_clean,release_date,release_week,length_clean,main_topic,site,number_topic
2166,Land of the Lost,0.0,68800000.0,-65600000.0,-0.656,100000000.0,2009-06-05,23.0,102.0,lda_topic_77,https://en.wikipedia.org/wiki/Land_of_the_Lost_(film),55
2167,The Last House on the Left,1.0,45200000.0,7600000.0,0.506666666667,15000000.0,2009-03-13,11.0,110,lda_topic_68,https://en.wikipedia.org/wiki/The_Last_House_on_the_Left_(2009_film),53
2169,Law Abiding Citizen,1.0,126700000.0,10350000.0,0.195283018868,53000000.0,2009-10-16,42.0,118,lda_topic_68,https://en.wikipedia.org/wiki/Law_Abiding_Citizen,53
2170,Life During Wartime,0.0,744816.0,-4127592.0,-0.917242666667,4500000.0,2010-07-23,29.0,971,lda_topic_497,https://en.wikipedia.org/wiki/Life_During_Wartime_(film),50
2171,Happiness,0.0,2807390.0,-1596305.0,-0.532101666667,3000000.0,1998-10-16,42.0,139.0,lda_topic_497,https://en.wikipedia.org/wiki/Happiness_(1998_film),50
2172,The Lightkeepers,,32307.0,,,,2009-12-18,51.0,97,lda_topic_497,https://en.wikipedia.org/wiki/The_Lightkeepers,50
2173,The Limits of Control,,2000000.0,,,,2009-05-01,18.0,1162.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Limits_of_Control,50
2174,Love Happens,1.0,36100000.0,50000.0,0.00277777777778,18000000.0,2009-09-18,38.0,109,lda_topic_68,https://en.wikipedia.org/wiki/Love_Happens,53
2175,The Lovely Bones,0.0,93600000.0,-18200000.0,-0.28,65000000.0,2009-12-11,50.0,135.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Lovely_Bones_(film),53
2177,Management,,2400000.0,,,,2009-05-15,20.0,94,lda_topic_497,https://en.wikipedia.org/wiki/Management_(film),50
2178,Me and Orson Welles,0.0,2336172.0,-23831914.0,-0.95327656,25000000.0,2009-12-04,49.0,113.0,lda_topic_68,https://en.wikipedia.org/wiki/Me_and_Orson_Welles,53
2179,The Men Who Stare at Goats,1.0,68968688.0,10484344.0,0.436847666667,24000000.0,2009-11-06,45.0,94,lda_topic_77,https://en.wikipedia.org/wiki/The_Men_Who_Stare_at_Goats_(film),55
2180,The Merry Gentleman,,322581.0,,,,2009-05-01,18.0,110,lda_topic_68,https://en.wikipedia.org/wiki/The_Merry_Gentleman,53
2181,The Messenger,0.0,1521261.0,-5739369.5,-0.882979923077,6500000.0,2009-11-13,46.0,113,lda_topic_497,https://en.wikipedia.org/wiki/The_Messenger_(2009_film),50
2182,Michael Jackson's This Is It,1.0,261200000.0,70600000.0,1.17666666667,60000000.0,2009-10-26,44.0,111.0,lda_topic_497,https://en.wikipedia.org/wiki/Michael_Jackson%27s_This_Is_It,50
2183,Miss March,0.0,4600000.0,-3700000.0,-0.616666666667,6000000.0,2009-03-13,11.0,909.0,lda_topic_497,https://en.wikipedia.org/wiki/Miss_March,50
2184,Monsters vs. Aliens,1.0,381500000.0,15750000.0,0.09,175000000.0,2009-03-27,13.0,94,lda_topic_77,https://en.wikipedia.org/wiki/Monsters_vs._Aliens,55
2185,Motherhood,0.0,726354.0,-9636823.0,-0.9636823,10000000.0,2009-10-23,43.0,90,lda_topic_497,https://en.wikipedia.org/wiki/Motherhood_(2009_film),50
2186,My Bloody Valentine 3D,1.0,100700000.0,36350000.0,2.59642857143,14000000.0,2009-01-16,3.0,101,lda_topic_68,https://en.wikipedia.org/wiki/My_Bloody_Valentine_3D,53
2187,My Bloody Valentine,1.0,5672031.0,536015.5,0.233050217391,2300000.0,1981-02-13,7.0,901939.0,lda_topic_68,https://en.wikipedia.org/wiki/My_Bloody_Valentine_(film),53
2188,My Life in Ruins,0.0,20500000.0,-6750000.0,-0.397058823529,17000000.0,2009-06-05,23.0,95,lda_topic_497,https://en.wikipedia.org/wiki/My_Life_in_Ruins,50
2189,My Sister's Keeper,1.0,95700000.0,17850000.0,0.595,30000000.0,2009-06-26,26.0,109,lda_topic_497,https://en.wikipedia.org/wiki/My_Sister%27s_Keeper_(film),50
2190,My One and Only,,3026272.0,,,,2009-08-21,34.0,108,lda_topic_497,https://en.wikipedia.org/wiki/My_One_and_Only_(film),50
2191,New in Town,1.0,29010817.0,6505408.5,0.8131760625,8000000.0,2009-01-30,5.0,97,lda_topic_497,https://en.wikipedia.org/wiki/New_in_Town,50
2192,The Twilight Saga: New Moon,1.0,709700000.0,304850000.0,6.097,50000000.0,2009-11-20,47.0,130113.0,lda_topic_77,https://en.wikipedia.org/wiki/New_Moon_(2009_film),55
2194,"New York, I Love You",,8049666.0,,,,2009-10-16,42.0,103,lda_topic_497,"https://en.wikipedia.org/wiki/New_York,_I_Love_You",50
2195,Next Day Air,1.0,10027047.0,2013523.5,0.6711745,3000000.0,2009-05-08,19.0,84,lda_topic_497,https://en.wikipedia.org/wiki/Next_Day_Air,50
2196,Night at the Museum: Battle of the Smithsonian,1.0,413100000.0,56550000.0,0.377,150000000.0,2009-05-22,21.0,104,lda_topic_497,https://en.wikipedia.org/wiki/Night_at_the_Museum:_Battle_of_the_Smithsonian,50
2198,Nine,0.0,53900000.0,-53050000.0,-0.663125,80000000.0,2010-01-15,2.0,118.0,lda_topic_497,https://en.wikipedia.org/wiki/Nine_(2009_live-action_film),50
2199,Ninja Assassin,0.0,61600000.0,-9200000.0,-0.23,40000000.0,2009-11-25,48.0,981,lda_topic_77,https://en.wikipedia.org/wiki/Ninja_Assassin,55
2200,Not Easily Broken,1.0,10726909.0,363454.5,0.0726909,5000000.0,2009-01-09,2.0,99,lda_topic_68,https://en.wikipedia.org/wiki/Not_Easily_Broken,53
2201,Not Forgotten,,142055.0,,,,2009-05-15,20.0,96,lda_topic_68,https://en.wikipedia.org/wiki/Not_Forgotten_(film),53
2202,Notorious,1.0,44400000.0,2200000.0,0.11,20000000.0,2009-01-16,3.0,123.0,lda_topic_497,https://en.wikipedia.org/wiki/Notorious_(2009_film),50
2203,Observe and Report,0.0,26973554.0,-4513223.0,-0.250734611111,18000000.0,2009-04-10,15.0,86,lda_topic_497,https://en.wikipedia.org/wiki/Observe_and_Report,50
2204,Obsessed,1.0,73800000.0,16900000.0,0.845,20000000.0,2009-04-24,17.0,108.0,lda_topic_68,https://en.wikipedia.org/wiki/Obsessed_(2009_film),53
2205,Old Dogs,1.0,96800000.0,13400000.0,0.382857142857,35000000.0,2009-11-25,48.0,88,lda_topic_497,https://en.wikipedia.org/wiki/Old_Dogs_(film),50
2206,Orphan,1.0,78800000.0,19400000.0,0.97,20000000.0,2009-07-24,30.0,123,lda_topic_68,https://en.wikipedia.org/wiki/Orphan_(film),53
2207,Pandorum,0.0,20645327.0,-22677336.5,-0.687192015152,33000000.0,2009-10-02,40.0,108.0,lda_topic_77,https://en.wikipedia.org/wiki/Pandorum,55
2208,Paper Heart,,1286744.0,,,,2009-08-07,32.0,88,lda_topic_68,https://en.wikipedia.org/wiki/Paper_Heart,53
2209,Paul Blart: Mall Cop,1.0,183300000.0,65650000.0,2.525,26000000.0,2009-01-16,3.0,911,lda_topic_68,https://en.wikipedia.org/wiki/Paul_Blart:_Mall_Cop,53
2211,A Perfect Getaway,0.0,22852638.0,-2573681.0,-0.183834357143,14000000.0,2009-08-07,32.0,9710.0,lda_topic_68,https://en.wikipedia.org/wiki/A_Perfect_Getaway,53
2212,The Pink Panther 2,0.0,75900000.0,-32050000.0,-0.457857142857,70000000.0,2009-02-06,6.0,92,lda_topic_308,https://en.wikipedia.org/wiki/The_Pink_Panther_2,18
2213,Planet 51,,105600000.0,,,,2009-12-04,49.0,912,lda_topic_77,https://en.wikipedia.org/wiki/Planet_51,55
2214,Post Grad,0.0,6414729.0,-11792635.5,-0.7861757,15000000.0,2009-08-21,34.0,88,lda_topic_68,https://en.wikipedia.org/wiki/Post_Grad,53
2215,Precious,1.0,63600000.0,21800000.0,2.18,10000000.0,2009-11-06,45.0,110,lda_topic_497,https://en.wikipedia.org/wiki/Precious_(film),50
2216,The Princess and the Frog,1.0,267000000.0,28500000.0,0.271428571429,105000000.0,2009-12-11,50.0,97,lda_topic_68,https://en.wikipedia.org/wiki/The_Princess_and_the_Frog,53
2217,The Private Lives of Pippa Lee,,2770941.0,,,,2009-11-27,48.0,98,lda_topic_68,https://en.wikipedia.org/wiki/The_Private_Lives_of_Pippa_Lee,53
2218,The Proposal,1.0,317400000.0,118700000.0,2.9675,40000000.0,2009-06-19,25.0,108,lda_topic_497,https://en.wikipedia.org/wiki/The_Proposal_(film),50
2219,Public Enemies,1.0,214100000.0,7050000.0,0.0705,100000000.0,2009-07-01,27.0,140,lda_topic_68,https://en.wikipedia.org/wiki/Public_Enemies_(2009_film),53
2220,Push,0.0,48900000.0,-13550000.0,-0.356578947368,38000000.0,2009-02-06,6.0,111.0,lda_topic_497,https://en.wikipedia.org/wiki/Push_(2009_film),50
2221,Race to Witch Mountain,1.0,106400000.0,3200000.0,0.064,50000000.0,2009-03-13,11.0,98,lda_topic_77,https://en.wikipedia.org/wiki/Race_to_Witch_Mountain,55
2222,Escape to Witch Mountain,,20000000.0,,,,1975-03-21,12.0,97,lda_topic_77,https://en.wikipedia.org/wiki/Escape_to_Witch_Mountain_(1975_film),55
2223,The Road,0.0,27600000.0,-11200000.0,-0.448,25000000.0,2009-11-25,48.0,111,lda_topic_497,https://en.wikipedia.org/wiki/The_Road_(2009_film),50
2226,A Serious Man,1.0,31400000.0,8700000.0,1.24285714286,7000000.0,2009-10-02,40.0,106,lda_topic_497,https://en.wikipedia.org/wiki/A_Serious_Man,50
2227,Sherlock Holmes,1.0,524000000.0,172000000.0,1.91111111111,90000000.0,2009-12-26,52.0,129,lda_topic_68,https://en.wikipedia.org/wiki/Sherlock_Holmes_(2009_film),53
2229,Shorts: The Adventures of the Wishing Rock,0.0,29000000.0,-5500000.0,-0.275,20000000.0,2009-08-21,34.0,89,lda_topic_497,https://en.wikipedia.org/wiki/Shorts_(2009_film),50
2230,A Single Man,1.0,25000000.0,5500000.0,0.785714285714,7000000.0,2009-12-11,50.0,100.0,lda_topic_68,https://en.wikipedia.org/wiki/A_Single_Man,53
2231,The Soloist,0.0,38300000.0,-40850000.0,-0.680833333333,60000000.0,,,117,lda_topic_497,https://en.wikipedia.org/wiki/The_Soloist,50
2232,Sorority Row,1.0,27200000.0,1100000.0,0.088,12500000.0,2009-09-11,37.0,101,lda_topic_68,https://en.wikipedia.org/wiki/Sorority_Row,53
2233,The House on Sorority Row,1.0,10600000.0,4875000.0,11.4705882353,425000.0,1983-01-21,3.0,91,lda_topic_68,https://en.wikipedia.org/wiki/The_House_on_Sorority_Row,53
2234,Spread,1.0,12032983.0,1226791.5,0.256131177318,4789700.0,2009-08-14,33.0,98,lda_topic_497,https://en.wikipedia.org/wiki/Spread_(film),50
2235,Star Trek,1.0,385700000.0,42850000.0,0.285666666667,150000000.0,2009-05-08,19.0,127.0,lda_topic_497,https://en.wikipedia.org/wiki/Star_Trek_(film),50
2237,State of Play,0.0,87812371.0,-16093814.5,-0.268230241667,60000000.0,2009-04-22,17.0,128,lda_topic_68,https://en.wikipedia.org/wiki/State_of_Play_(film),53
2238,The Stepfather,0.0,31100000.0,-4450000.0,-0.2225,20000000.0,2009-10-16,42.0,10110.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Stepfather_(2009_film),50
2240,Street Fighter: The Legend of Chun-Li,0.0,12800000.0,-43600000.0,-0.872,50000000.0,2009-02-27,9.0,96,lda_topic_68,https://en.wikipedia.org/wiki/Street_Fighter:_The_Legend_of_Chun-Li,53
2241,Street Fighter,1.0,99423521.0,14711760.5,0.420336014286,35000000.0,1994-12-23,51.0,102,lda_topic_497,https://en.wikipedia.org/wiki/Street_Fighter_(1994_film),50
2242,Surrogates,0.0,122400000.0,-18800000.0,-0.235,80000000.0,2009-09-25,39.0,891,lda_topic_497,https://en.wikipedia.org/wiki/Surrogates_(film),50
2243,The Taking of Pelham 123,0.0,150200000.0,-24900000.0,-0.249,100000000.0,2009-06-12,24.0,106,lda_topic_68,https://en.wikipedia.org/wiki/The_Taking_of_Pelham_123_(2009_film),53
2244,The Taking of Pelham One Two Three,1.0,18700000.0,4350000.0,0.87,5000000.0,,,104,lda_topic_68,https://en.wikipedia.org/wiki/The_Taking_of_Pelham_One_Two_Three_(1974_film),53
2245,Taking Woodstock,0.0,10000000.0,-25000000.0,-0.833333333333,30000000.0,2009-08-28,35.0,120.0,lda_topic_497,https://en.wikipedia.org/wiki/Taking_Woodstock,50
2246,Tekken,0.0,967369.0,-29516315.5,-0.983877183333,30000000.0,2010-03-20,11.0,87,lda_topic_77,https://en.wikipedia.org/wiki/Tekken_(2010_film),55
2247,Tennessee,,16100.0,,,,2009-06-05,23.0,99,lda_topic_497,https://en.wikipedia.org/wiki/Tennessee_(film),50
2248,Terminator Salvation,0.0,371400000.0,-14300000.0,-0.0715,200000000.0,2009-05-21,21.0,115,lda_topic_77,https://en.wikipedia.org/wiki/Terminator_Salvation,55
2250,Tetro,,2600000.0,,,,2009-06-11,24.0,126,lda_topic_497,https://en.wikipedia.org/wiki/Tetro,50
2251,The Time Traveler's Wife,1.0,101300000.0,11650000.0,0.298717948718,39000000.0,2009-08-14,33.0,108,lda_topic_497,https://en.wikipedia.org/wiki/The_Time_Traveler%27s_Wife_(film),50
2252,Transformers: Revenge of the Fallen,1.0,836300000.0,218150000.0,1.09075,200000000.0,2009-06-24,26.0,150.0,lda_topic_77,https://en.wikipedia.org/wiki/Transformers:_Revenge_of_the_Fallen,55
2254,Trick 'r Treat,0.0,13500000.0,-5250000.0,-0.4375,12000000.0,2007-12-09,49.0,82,lda_topic_68,https://en.wikipedia.org/wiki/Trick_%27r_Treat,53
2255,Tyson,,942049.0,,,,2009-04-24,17.0,90,lda_topic_68,https://en.wikipedia.org/wiki/Tyson_(2008_film),53
2256,The Ugly Truth,1.0,205298907.0,64649453.5,1.70130140789,38000000.0,2009-07-24,30.0,96,lda_topic_68,https://en.wikipedia.org/wiki/The_Ugly_Truth,53
2257,The Unborn,1.0,76500000.0,22250000.0,1.390625,16000000.0,2009-01-09,2.0,871,lda_topic_497,https://en.wikipedia.org/wiki/The_Unborn_(2009_film),50
2258,Underworld: Rise of the Lycans,1.0,91400000.0,10700000.0,0.305714285714,35000000.0,2009-01-23,4.0,92,lda_topic_497,https://en.wikipedia.org/wiki/Underworld:_Rise_of_the_Lycans,50
2260,The Uninvited,,41624046.0,,,,2009-05-28,22.0,87,lda_topic_68,https://en.wikipedia.org/wiki/The_Uninvited_(2009_film),53
2261,A Tale of Two Sisters,,3700000.0,,,,,,1.32003200306e+12,lda_topic_94,https://en.wikipedia.org/wiki/A_Tale_of_Two_Sisters,60
2262,Up,1.0,735100000.0,192550000.0,1.10028571429,175000000.0,2009-05-29,22.0,96,lda_topic_77,https://en.wikipedia.org/wiki/Up_(2009_film),55
2263,Up in the Air,1.0,166800000.0,58400000.0,2.336,25000000.0,2009-12-04,49.0,109,lda_topic_497,https://en.wikipedia.org/wiki/Up_in_the_Air_(2009_film),50
2264,Watchmen,0.0,185300000.0,-37350000.0,-0.287307692308,130000000.0,2009-03-06,10.0,163,lda_topic_77,https://en.wikipedia.org/wiki/Watchmen_(film),55
2265,We Live in Public,,41711.0,,,,2009-01-19,4.0,,lda_topic_68,https://en.wikipedia.org/wiki/We_Live_in_Public,53
2266,What Goes Up,,5290.0,,,,2009-05-29,22.0,107.0,lda_topic_497,https://en.wikipedia.org/wiki/What_Goes_Up,50
2267,Whatever Works,1.0,35085646.0,2542823.0,0.169521533333,15000000.0,2010-06-25,25.0,92,lda_topic_497,https://en.wikipedia.org/wiki/Whatever_Works,50
2268,Where the Wild Things Are,0.0,100100000.0,-49950000.0,-0.4995,100000000.0,2009-12-17,51.0,104,lda_topic_497,https://en.wikipedia.org/wiki/Where_the_Wild_Things_Are_(film),50
2269,Whiteout,0.0,17840867.0,-26079566.5,-0.745130471429,35000000.0,2009-10-21,43.0,101,lda_topic_497,https://en.wikipedia.org/wiki/Whiteout_(2009_film),50
2270,Whip It,0.0,16600000.0,-6700000.0,-0.446666666667,15000000.0,2009-10-02,40.0,111,lda_topic_68,https://en.wikipedia.org/wiki/Whip_It_(film),53
2271,World's Greatest Dad,0.0,295750.0,-9852125.0,-0.9852125,10000000.0,2009-08-21,34.0,99,lda_topic_497,https://en.wikipedia.org/wiki/World%27s_Greatest_Dad,50
2272,X Games 3D: The Movie,,1472747.0,,,,2009-08-21,34.0,92,lda_topic_497,https://en.wikipedia.org/wiki/X_Games_3D:_The_Movie,50
2273,X-Men Origins: Wolverine,1.0,373100000.0,36550000.0,0.243666666667,150000000.0,2009-05-01,18.0,107,lda_topic_68,https://en.wikipedia.org/wiki/X-Men_Origins:_Wolverine,53
2275,Year One,0.0,62400000.0,-28800000.0,-0.48,60000000.0,2009-06-19,25.0,100,lda_topic_77,https://en.wikipedia.org/wiki/Year_One_(film),55
2276,The Young Victoria,0.0,27409889.0,-21295055.5,-0.608430157143,35000000.0,2009-12-18,51.0,105,lda_topic_497,https://en.wikipedia.org/wiki/The_Young_Victoria,50
2277,Zombieland,1.0,102400000.0,27600000.0,1.16949152542,23600000.0,2009-10-02,40.0,871,lda_topic_77,https://en.wikipedia.org/wiki/Zombieland,55
2278,127 Hours,1.0,60700000.0,12350000.0,0.686111111111,18000000.0,2011-01-07,1.0,93,lda_topic_497,https://en.wikipedia.org/wiki/127_Hours,50
2279,8: The Mormon Proposition,0.0,100280.0,-2449860.0,-0.979944,2500000.0,2010-06-18,24.0,80,lda_topic_68,https://en.wikipedia.org/wiki/8:_The_Mormon_Proposition,53
2280,The A-Team,0.0,177200000.0,-21400000.0,-0.194545454545,110000000.0,2010-06-11,23.0,119.0,lda_topic_68,https://en.wikipedia.org/wiki/The_A-Team_(film),53
2281,A Little Help,,96868.0,,,,2011-07-22,29.0,109,lda_topic_497,https://en.wikipedia.org/wiki/A_Little_Help,50
2282,Alice in Wonderland,1.0,1025000000.0,362500000.0,2.41666666667,150000000.0,2010-03-05,9.0,108,lda_topic_77,https://en.wikipedia.org/wiki/Alice_in_Wonderland_(2010_film),55
2284,All Good Things,0.0,644535.0,-19677732.5,-0.983886625,20000000.0,2010-12-03,48.0,101,lda_topic_68,https://en.wikipedia.org/wiki/All_Good_Things_(film),53
2285,Alpha and Omega,1.0,50500000.0,5250000.0,0.2625,20000000.0,2010-09-17,37.0,881,lda_topic_68,https://en.wikipedia.org/wiki/Alpha_and_Omega_(film),53
2286,The American,1.0,67900000.0,13950000.0,0.6975,20000000.0,2010-09-01,35.0,105,lda_topic_68,https://en.wikipedia.org/wiki/The_American_(2010_film),53
2287,The Back-up Plan,1.0,77500000.0,3750000.0,0.107142857143,35000000.0,2010-04-23,16.0,104,lda_topic_68,https://en.wikipedia.org/wiki/The_Back-up_Plan,53
2288,Black Swan,1.0,329400000.0,151700000.0,11.6692307692,13000000.0,2010-12-03,48.0,108.0,lda_topic_497,https://en.wikipedia.org/wiki/Black_Swan_(film),50
2289,Blue Valentine,1.0,16600000.0,7300000.0,7.3,1000000.0,2011-01-14,2.0,112.0,lda_topic_497,https://en.wikipedia.org/wiki/Blue_Valentine_(film),50
2290,The Book of Eli,0.0,157107755.0,-1446122.5,-0.01807653125,80000000.0,2010-01-15,2.0,117.0,lda_topic_77,https://en.wikipedia.org/wiki/The_Book_of_Eli,55
2291,The Bounty Hunter,1.0,136300000.0,28150000.0,0.70375,40000000.0,2010-03-19,11.0,111,lda_topic_68,https://en.wikipedia.org/wiki/The_Bounty_Hunter_(2010_film),53
2292,Brooklyn's Finest,1.0,36400000.0,1200000.0,0.0705882352941,17000000.0,2010-03-05,9.0,132,lda_topic_68,https://en.wikipedia.org/wiki/Brooklyn%27s_Finest,53
2293,Buried,1.0,21300000.0,8650000.0,4.325,2000000.0,2010-09-24,38.0,95,lda_topic_68,https://en.wikipedia.org/wiki/Buried_(film),53
2294,Burlesque,0.0,89700000.0,-10150000.0,-0.184545454545,55000000.0,2010-11-24,47.0,119,lda_topic_497,https://en.wikipedia.org/wiki/Burlesque_(2010_musical_film),50
2295,Case 39,0.0,28200000.0,-11900000.0,-0.457692307692,26000000.0,2010-10-01,39.0,109,lda_topic_68,https://en.wikipedia.org/wiki/Case_39,53
2296,Casino Jack,0.0,1100000.0,-11950000.0,-0.956,12500000.0,2011-01-28,4.0,108,lda_topic_497,https://en.wikipedia.org/wiki/Casino_Jack,50
2297,Casino Jack and the United States of Money,,176865.0,,,,2010-05-07,18.0,118,lda_topic_497,https://en.wikipedia.org/wiki/Casino_Jack_and_the_United_States_of_Money,50
2298,Cats & Dogs: The Revenge of Kitty Galore,0.0,112500000.0,-28750000.0,-0.338235294118,85000000.0,2010-07-30,30.0,82,lda_topic_497,https://en.wikipedia.org/wiki/Cats_%26_Dogs:_The_Revenge_of_Kitty_Galore,50
2299,Charlie St. Cloud,0.0,48190704.0,-19904648.0,-0.452378363636,44000000.0,2010-07-30,30.0,99,lda_topic_68,https://en.wikipedia.org/wiki/Charlie_St._Cloud_(film),53
2300,The Chronicles of Narnia: The Voyage of the Dawn Treader,1.0,415700000.0,52850000.0,0.340967741935,155000000.0,2010-12-10,49.0,115,lda_topic_77,https://en.wikipedia.org/wiki/The_Chronicles_of_Narnia:_The_Voyage_of_the_Dawn_Treader,55
2301,City Island,0.0,7875862.0,-2062069.0,-0.343678166667,6000000.0,2010-03-19,11.0,104.0,lda_topic_68,https://en.wikipedia.org/wiki/City_Island_(film),53
2302,Clash of the Titans,1.0,493200000.0,121600000.0,0.9728,125000000.0,2010-04-02,13.0,106,lda_topic_77,https://en.wikipedia.org/wiki/Clash_of_the_Titans_(2010_film),55
2305,Client 9: The Rise and Fall of Eliot Spitzer,,189416.0,,,,2010-11-05,44.0,118,lda_topic_497,https://en.wikipedia.org/wiki/Client_9:_The_Rise_and_Fall_of_Eliot_Spitzer,50
2306,The Company Men,0.0,4900000.0,-12550000.0,-0.836666666667,15000000.0,2011-01-21,3.0,113,lda_topic_497,https://en.wikipedia.org/wiki/The_Company_Men,50
2307,Conviction,0.0,9700000.0,-7650000.0,-0.612,12500000.0,2010-10-15,41.0,107,lda_topic_497,https://en.wikipedia.org/wiki/Conviction_(2010_film),50
2308,Cop Out,0.0,55600000.0,-2200000.0,-0.0733333333333,30000000.0,2010-02-26,8.0,107.0,lda_topic_68,https://en.wikipedia.org/wiki/Cop_Out_(2010_film),53
2309,Countdown to Zero,,288000.0,,,,2010-07-23,29.0,902,lda_topic_68,https://en.wikipedia.org/wiki/Countdown_to_Zero,53
2310,Country Strong,0.0,20529194.0,-4735403.0,-0.315693533333,15000000.0,2011-01-07,1.0,112,lda_topic_497,https://en.wikipedia.org/wiki/Country_Strong,50
2311,The Crazies,1.0,54800000.0,7400000.0,0.37,20000000.0,2010-02-26,8.0,101,lda_topic_77,https://en.wikipedia.org/wiki/The_Crazies_(2010_film),55
2313,Crazy on the Outside,,88335.0,,,,2010-01-08,1.0,96,lda_topic_497,https://en.wikipedia.org/wiki/Crazy_on_the_Outside,50
2314,Cyrus,0.0,9931520.0,-2034240.0,-0.290605714286,7000000.0,2010-06-18,24.0,91,lda_topic_497,https://en.wikipedia.org/wiki/Cyrus_(2010_comedy-drama_film),50
2315,Date Night,1.0,152300000.0,21150000.0,0.384545454545,55000000.0,2010-04-09,14.0,881,lda_topic_68,https://en.wikipedia.org/wiki/Date_Night,53
2316,Daybreakers,1.0,51400000.0,5700000.0,0.285,20000000.0,2010-02-04,5.0,98,lda_topic_77,https://en.wikipedia.org/wiki/Daybreakers,55
2317,Dear John,1.0,114900000.0,32450000.0,1.298,25000000.0,2010-02-05,5.0,107,lda_topic_68,https://en.wikipedia.org/wiki/Dear_John_(2010_film),53
2318,Death at a Funeral,1.0,49100000.0,3550000.0,0.169047619048,21000000.0,2010-04-16,15.0,921,lda_topic_497,https://en.wikipedia.org/wiki/Death_at_a_Funeral_(2010_film),50
2320,Despicable Me,1.0,543100000.0,202550000.0,2.93550724638,69000000.0,2010-07-09,27.0,95,lda_topic_358,https://en.wikipedia.org/wiki/Despicable_Me,27
2323,Devil,1.0,33500000.0,6750000.0,0.675,10000000.0,2010-09-17,37.0,801,lda_topic_68,https://en.wikipedia.org/wiki/Devil_(2010_film),53
2324,Diary of a Wimpy Kid,1.0,75700000.0,22850000.0,1.52333333333,15000000.0,2010-03-19,11.0,94,lda_topic_497,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid_(film),50
2326,Dinner for Schmucks,0.0,86400000.0,-25800000.0,-0.373913043478,69000000.0,2010-07-30,30.0,114,lda_topic_497,https://en.wikipedia.org/wiki/Dinner_for_Schmucks,50
